timestamp,X,Y,A,Z,chiamate,p0,p_cappuccio,z,significativo
1500797467,1786,1765,1776,8270,3,0.00038399488006826585,0.0009610764055742432,0.6296742792693195,0.2644538570395004
1501577581,2012,7806,1896,8520,3,0.00014933134224876996,0.00032035880185808104,0.027993215372158053,0.4888337811883018
1501577852,2012,7806,1896,8520,3,0.00014933134224876996,0.00032035880185808104,0.027993215372158053,0.4888337811883018
1502453758,1786,1765,1776,8270,3,0.00038399488006826585,0.0009610764055742432,0.6296742792693195,0.2644538570395004
1502721282,1770,69,71,68,3,0.004210610525192998,0.00016017940092904052,-0.08846265434874231,0.5352455172773805
1503919993,7806,7955,1797,7514,3,0.00015999786669511072,0.0009610764055742432,0.6237902954404504,0.2663826568801606
1503919997,7806,7955,1797,7514,3,0.00015999786669511072,0.0009610764055742432,0.6237902954404504,0.2663826568801606
1503934218,1857,7955,1797,7514,3,0.00015999786669511072,0.00032035880185808104,0.06708960666970057,0.473255183965053
1503934219,1857,7955,1797,7514,3,0.00015999786669511072,0.00032035880185808104,0.06708960666970057,0.473255183965053
1503938325,7806,7955,1797,7514,3,0.00015999786669511072,0.0009610764055742432,0.6237902954404504,0.2663826568801606
1503938329,7806,7955,1797,7514,3,0.00015999786669511072,0.0009610764055742432,0.6237902954404504,0.2663826568801606
1503938541,7806,7955,1797,7514,3,0.00015999786669511072,0.0009610764055742432,0.6237902954404504,0.2663826568801606
1503938545,7806,7955,1797,7514,3,0.00015999786669511072,0.0009610764055742432,0.6237902954404504,0.2663826568801606
1504372521,1857,7955,1797,8520,3,0.00018133091558779216,0.00032035880185808104,0.05463669081172865,0.4782139536808292
1504372522,1857,7955,1797,8520,3,0.00018133091558779216,0.00032035880185808104,0.05463669081172865,0.4782139536808292
1509614473,2053,7806,8159,8080,3,2.666631111585179e-06,0.00016017940092904052,0.09645725015539056,0.4615787124948248
1509615580,1786,1765,1854,8270,3,0.00014933134224876996,0.00016017940092904052,0.01897872665100203,0.4924290380135343
1509821177,1786,1765,1776,8270,3,0.00038399488006826585,0.0009610764055742432,0.6296742792693195,0.2644538570395004
1523009783,1773,8270,1776,1765,3,0.000938654151277983,0.00032035880185808104,-0.9954961359041286,0.84025248865555
1523009784,1773,8270,1776,1765,3,0.000938654151277983,0.00032035880185808104,-0.9954961359041286,0.84025248865555
1523020189,1767,8270,1776,1765,3,0.0009919867735096862,0.00032035880185808104,-0.1908254705368783,0.5756688336219434
1523020190,1767,8270,1776,1765,3,0.0009919867735096862,0.00032035880185808104,-0.1908254705368783,0.5756688336219434
1524477067,7996,7656,7637,11,3,0.002829295609391875,0.00032035880185808104,-0.3406179073184661,0.6333043766507812
1524477070,7996,7656,7637,11,3,0.002829295609391875,0.00032035880185808104,-0.3406179073184661,0.6333043766507812
1524730387,1786,1765,1776,8270,3,0.00038399488006826585,0.0009610764055742432,0.6296742792693195,0.2644538570395004
1524730918,1786,1765,1776,8270,3,0.00038399488006826585,0.0009610764055742432,0.6296742792693195,0.2644538570395004
1524749227,1786,8270,1776,1765,3,0.0009813202490633456,0.00032035880185808104,-0.3526030345608772,0.6378069688539277
1524749228,1786,8270,1776,1765,3,0.0009813202490633456,0.00032035880185808104,-0.3526030345608772,0.6378069688539277
1543493333,1775,1765,1776,8270,3,0.0005093265423127692,0.0006407176037161621,0.046587379292006736,0.4814210454876069
1543499441,1775,1765,1776,8270,3,0.0005093265423127692,0.0006407176037161621,0.046587379292006736,0.4814210454876069
1543499809,1786,1765,1776,8270,3,0.00038399488006826585,0.0009610764055742432,0.6296742792693195,0.2644538570395004
1543519278,1775,1765,1776,8270,3,0.0005093265423127692,0.0006407176037161621,0.046587379292006736,0.4814210454876069
1543519952,1775,1765,1776,8270,3,0.0005093265423127692,0.0006407176037161621,0.046587379292006736,0.4814210454876069
