timestamp,A,X,B,Y,chiamate,p0,p_cappuccio,z,significativo
6226910,45,40,45,40,3,1.5023982031317493e-05,0.0006822773137462887,5.0747116924275995,1.94041982926052e-07
6227014,45,37,45,37,3,1.8779977539146866e-05,0.0007213661181796699,4.8746151913179485,5.451037815573656e-07
6227510,47,36,47,36,3,3.7559955078293715e-06,0.0006254208709340983,9.41777361199002,0.0
6227539,45,37,45,37,3,1.8779977539146866e-05,0.0007213661181796699,4.8746151913179485,5.451037815573656e-07
6227786,47,13,47,13,3,0.002377545156455993,0.0005241453321748834,-1.397743873392442,0.9189050028820452
6228056,45,40,45,40,3,1.5023982031317493e-05,0.0006822773137462887,5.0747116924275995,1.94041982926052e-07
6229254,45,40,45,40,3,1.5023982031317493e-05,0.0006822773137462887,5.0747116924275995,1.94041982926052e-07
6229675,45,11,45,11,3,0.002013213592196544,0.0002594075203306202,-1.2078713971236703,0.8864516334041936
6229806,42,40,42,40,3,7.511991015658745e-06,0.0006307511624477412,6.407507069638817,7.395906109763929e-11
6230828,45,11,45,11,3,0.002013213592196544,0.0002594075203306202,-1.2078713971236703,0.8864516334041936
6231002,45,15,45,15,3,0.0017803418707111227,0.00034113865687314436,-1.0616236751919108,0.8557967193234245
6232734,47,29,47,29,3,0.0005709113171900647,0.00023986311811392965,-0.3420105926532273,0.6338285396717727
6233333,44,37,44,37,3,1.8779977539146866e-05,0.0015973106902549836,15.18568776438428,0.0
6233472,0,31,0,31,3,0.0002441397080089092,3.375851291973825e-05,-0.1719232175338839,0.5682510532998981
6233866,46,38,46,38,3,3.7559955078293715e-06,0.0009914342215375758,17.72745731207089,0.0
6234163,0,31,0,31,3,0.0002441397080089092,3.375851291973825e-05,-0.1719232175338839,0.5682510532998981
6235084,43,41,43,41,3,5.258393710961122e-05,0.0010465139005118858,4.865482609322688,5.708892548694777e-07
6235088,46,39,46,39,3,1.5023982031317493e-05,0.0011708873691635528,10.924297027750445,0.0
6235209,42,29,42,29,3,0.0008075390341833153,0.000445967723308121,-0.4061266758539728,0.6576752368652641
6235935,46,39,46,39,3,1.5023982031317493e-05,0.0011708873691635528,10.924297027750445,0.0
6237930,44,41,44,41,3,3.755995507829373e-05,0.0017820941293946032,12.006407506937304,0.0
6240754,46,12,46,12,3,0.0013446463918029153,0.00022387224357300098,-0.8091988600556199,0.7907996147362786
6241878,46,40,46,40,3,1.8779977539146866e-05,0.0009025960296435275,7.005827383316952,1.2276846206304981e-12
6243083,43,22,43,22,3,0.0010328987646530774,0.00017412285611233413,-0.5917979011904219,0.7230070355954589
6243904,47,37,47,37,3,7.511991015658745e-06,0.0006378582177992648,6.573766699549863,2.4529045461463284e-11
6245283,47,22,47,22,3,0.0012732824771541573,0.00018833696681538184,-0.7396324421923796,0.7702384745709738
